string
description: 20210414_20210419_NiO_SiN_optical_density_high_gain
sample: NiO high gain reference: SiN high gain
eV optical density i.a.u.
667.8421009144573 0.23241410065152668
667.9918682734559 0.23178184134131352
668.1417614152596 0.2305530585058642
668.2917803398677 0.23174339691320714
668.4419250472808 0.22960509104122656
668.5921955374987 0.23258523296191064
668.7425918105214 0.23764036238319183
668.8931138663488 0.23267636982201367
669.043761704981 0.23071406760774074
669.194535326418 0.23438164228760522
669.3454347306597 0.23363567362066873
669.4964599177063 0.2307570256239868
669.6476108875576 0.23096768305145843
669.7988876402137 0.2303566971769742
669.9502901756746 0.22896303505306606
670.1018184939403 0.23029979861852198
670.2534725950107 0.23358563277818586
670.4052524788859 0.23599680303961282
670.5571581455661 0.23845872837315643
670.7091895950507 0.23682036953830088
670.8613468273404 0.23665480313436352
671.0136298424346 0.23614923864458617
671.1660386403339 0.23411098004636166
671.3185732210377 0.23238004828603126
671.4712335845464 0.23499085236696826
671.62401973086 0.2362168004256152
671.7769316599782 0.23422735345141132
671.9299693719013 0.23513776327633593
672.0831328666291 0.23475716316818476
672.2364221441618 0.235449475498488
672.389837204499 0.23621724326742014
672.5433780476413 0.2353583319361827
672.6970446735882 0.2332461862825532
672.8508370823399 0.23780150011306678
673.0047552738964 0.237533368355951
673.1587992482578 0.23892799945604462
673.312969005424 0.2417735148375281
673.4672645453948 0.2395621984822453
673.6216858681704 0.2396477978501846
673.7762329737508 0.23993864379777782
673.930905862136 0.2400316414464254
674.085704533326 0.23680362205922936
674.2406289873207 0.23672414717720278
674.3956792241203 0.23937441735328835
674.5508552437246 0.24172023573012055
674.7061570461337 0.24259636476343974
674.8615846313476 0.24144431378980824
675.0171379993664 0.24165256518619527
675.1728171501898 0.2441868013204681
675.328622083818 0.24355070380351337
675.484552800251 0.24094869359274468
675.6406092994888 0.24098247661706546
675.7967915815314 0.24018559683935436
675.9530996463787 0.23551446261863324
676.109533494031 0.24186817523841692
676.2660931244878 0.24743132162504344
676.4227785377495 0.24868803476758267
676.579589733816 0.24580038461867185
676.7365267126874 0.24445057745027815
676.8935894743632 0.24296055956632137
677.0507780188442 0.24383507632938767
677.2080923461298 0.24595314270527685
677.3655324562202 0.24282972039853287
677.5230983491153 0.24453758573158804
677.6807900248153 0.24481842077605934
677.8386074833201 0.24510847707701824
677.9965507246295 0.2438625789124006
678.1546197487439 0.2410375244266029
678.312814555663 0.24459606057212058
678.4711351453868 0.24285921809877842
678.6295815179154 0.2412741678508326
678.7881536732489 0.24196765309946192
678.9468516113872 0.24206505100933862
679.1056753323301 0.2424907976181926
679.2646248360779 0.24267809056725756
679.4237001226304 0.2385595796785558
679.5829011919877 0.23681795659613478
679.7422280441498 0.23919168599227633
679.9016806791168 0.23873068686345758
680.0612590968884 0.23821381287134097
680.2209632974649 0.23818384537888326
680.3807932808462 0.2380389343176952
680.5407490470321 0.2380477676352813
680.700830596023 0.23871373141629681
680.8610379278185 0.23937330334269438
681.0213710424189 0.24023881364123179
681.181829939824 0.24163587320291172
681.342414620034 0.2374931924451543
681.5031250830486 0.23777338357192537
681.6639613288681 0.23736512177909294
681.8249233574925 0.22980960755030277
681.9860111689214 0.22983157143813307
682.1472247631554 0.2358101246909049
682.3085641401939 0.2329333806731644
682.4700293000374 0.22828300080406827
682.6316202426855 0.231411582157238
682.7933369681385 0.23251707753089873
682.9551794763962 0.23069114237433766
683.1171477674587 0.22861813302783096
683.2792418413261 0.22900001319335037
683.4414616979981 0.22963463950291668
683.603807337475 0.22957738999433575
683.7662787597566 0.22841205822559954
683.9288759648431 0.231387499934159
684.0915989527342 0.22706247659475456
684.2544477234303 0.22525400506187426
684.417422276931 0.22587744760555015
684.5805226132366 0.2286625544520882
684.743748732347 0.22977774153576497
684.9071006342621 0.22791084277742274
685.070578318982 0.22911691077365706
685.2341817865066 0.22864755126459047
685.3979110368361 0.2256385117671493
685.5617660699703 0.22443543092775567
685.7257468859094 0.22491901325574828
685.8898534846531 0.22460019642286416
686.0540858662017 0.22459536326409213
686.218444030555 0.22492645507557807
686.3829279777133 0.22534203008651274
686.5475377076763 0.22521238131241014
686.7122732204439 0.22189740355747783
686.8771345160164 0.22274308737531012
687.0421215943936 0.22311653571492093
687.2072344555758 0.22189556540983002
687.3724730995625 0.22261870033752476
687.5378375263542 0.22119205716826154
687.7033277359506 0.21996097900107792
687.8689437283517 0.22388377270975982
688.0346855035577 0.22136646952797934
688.2005530615685 0.22189168789163363
688.3665464023841 0.22561692220112342
688.5326655260043 0.226892202886481
688.6989104324294 0.22321199270606834
688.8652811216592 0.22304871944965443
689.031777593694 0.22028003318217462
689.1983998485333 0.22101206078825236
689.3651478861775 0.22401920364221736
689.5320217066266 0.2234785186458002
689.6990213098803 0.22053709525652526
689.8661466959389 0.22273965723068764
690.0333978648022 0.22277892433361762
690.2007748164704 0.2226437160027758
690.3682775509432 0.224731553618646
690.5359060682209 0.224553700522454
690.7036603683033 0.22848454441789887
690.8715404511906 0.2253999106879522
691.0395463168827 0.22332988943277207
691.2076779653794 0.2209141069987598
691.375935396681 0.2193711048961288
691.5443186107874 0.22113020496938005
691.7128276076986 0.22252320565050293
691.8814623874144 0.22196071312297447
692.0502229499352 0.2217222284675934
692.2191092952606 0.22282940575448784
692.388121423391 0.2224896695611409
692.5572593343261 0.22216770681403597
692.7265230280659 0.2215669815661904
692.8959125046106 0.2188616302124886
693.0654277639599 0.21842803978801054
693.2350688061141 0.21666026610464775
693.4048356310731 0.2178451224770976
693.5747282388368 0.21616816186337567
693.7447466294053 0.2152479572685856
693.9148908027786 0.21524871912535606
694.0851607589568 0.21497500789680943
694.2555564979396 0.21479175584820406
694.4260780197272 0.21916399617365415
694.5967253243197 0.21737473374589916
694.7674984117169 0.21546342003276067
694.9383972819188 0.21299397122496183
695.1094219349256 0.21313750491276015
695.2805723707372 0.21255768346494164
695.4518485893536 0.20987784002099819
695.6232505907748 0.21133362122433114
695.7947783750006 0.21214328188468753
695.9664319420314 0.21141272994165405
696.1382112918667 0.21116862615295454
696.310116424507 0.21107714009230205
696.482147339952 0.21216588578582096
696.6543040382019 0.21344125348519336
696.8265865192564 0.20998406065056813
696.9989947831158 0.20497236427351476
697.1715288297801 0.2039298110349183
